u_s_exports_and_imports_of_selected_fertilizers_year,u_s_exports_and_imports_of_selected_fertilizers_country,u_s_exports_and_imports_of_selected_fertilizers_commodity,u_s_exports_short_tons,u_s_exports_dollars,u_s_imports_short_tons,u_s_imports_dollars
2012,"Germany, Fed. Republic; United",Diammonium Phosphate (DAP),,,2885.8214,613661
2012,"Germany, Fed. Republic; United",Monammonium Phosphate (MAP),13.2276,7750,55.115,44543
2012,"Germany, Fed. Republic; United",Nitrogen Solutions,,,80086.5042,22000253
2012,"Germany, Fed. Republic; United",Normal Super,,,,
2012,"Germany, Fed. Republic; United",Other Nitrogen Fertilizers,36.3759,12035,19.8414,25062
2012,"Germany, Fed. Republic; United",Other Phosphate Fertilizers,,,,
2012,"Germany, Fed. Republic; United",Other Potassium Fertilizers,,,,
2012,"Germany, Fed. Republic; United",Phosphate Rock,45.194300000000005,4992,14.3299,15777
2012,"Germany, Fed. Republic; United","Phosphoric Acid, Superphosphoric",160.93580000000003,184780,,
2012,"Germany, Fed. Republic; United","Phosphoric Acid, Wet Process",106.9231,31115,,
2012,"Germany, Fed. Republic; United",Potassium Muriate,95.90009999999998,280369,61956.9761,7475485
2012,"Germany, Fed. Republic; United",Potassium Nitrate,,,6155.243199999999,1686259
2012,"Germany, Fed. Republic; United",Potassium Sulfate,,,66280.1967,24795268
2012,"Germany, Fed. Republic; United",Potassium-Sodium Nitrate,,,,
2012,"Germany, Fed. Republic; United",Sodium Nitrate,,,23375.373800000005,2943499
2012,"Germany, Fed. Republic; United",Sulfur,,,22.046,60031
2012,"Germany, Fed. Republic; United",Urea (Solid),1.1023,3600,31296.501600000003,15451742
2012,Ghana,Total,1418.6601,227495,,
2012,Ghana,Ammonium Nitrate (Solid),,,,
2012,Ghana,Ammonium Sulfate,,,,
2012,Ghana,Anhydrous Ammonia,,,,
2012,Ghana,Aqua Ammonia,,,,
2012,Ghana,Calcium Cyanamide,,,,
2012,Ghana,Calcium Nitrate,,,,
2012,Ghana,Chemical Mixtures,347.22450000000003,54756,,
2012,Ghana,Concentrated Super,,,,
2012,Ghana,Diammonium Phosphate (DAP),972.2286,96140,,
2012,Ghana,Monammonium Phosphate (MAP),,,,
2012,Ghana,Nitrogen Solutions,,,,
2012,Ghana,Normal Super,,,,
2012,Ghana,Other Nitrogen Fertilizers,,,,
2012,Ghana,Other Phosphate Fertilizers,,,,
2012,Ghana,Other Potassium Fertilizers,,,,
2012,Ghana,Phosphate Rock,,,,
2012,Ghana,"Phosphoric Acid, Superphosphoric",,,,
2012,Ghana,"Phosphoric Acid, Wet Process",9.9207,2625,,
2012,Ghana,Potassium Muriate,89.28630000000001,73974,,
2012,Ghana,Potassium Nitrate,,,,
2012,Ghana,Potassium Sulfate,,,,
2012,Ghana,Potassium-Sodium Nitrate,,,,
2012,Ghana,Sodium Nitrate,,,,
2012,Ghana,Sulfur,,,,
2012,Ghana,Urea (Solid),,,,
2012,Gibraltar,Total,,,,
2012,Gibraltar,Ammonium Nitrate (Solid),,,,
2012,Gibraltar,Ammonium Sulfate,,,,
2012,Gibraltar,Anhydrous Ammonia,,,,
2012,Gibraltar,Aqua Ammonia,,,,
2012,Gibraltar,Calcium Cyanamide,,,,
2012,Gibraltar,Calcium Nitrate,,,,
2012,Gibraltar,Chemical Mixtures,,,,
2012,Gibraltar,Concentrated Super,,,,
2012,Gibraltar,Diammonium Phosphate (DAP),,,,
2012,Gibraltar,Monammonium Phosphate (MAP),,,,
2012,Gibraltar,Nitrogen Solutions,,,,
2012,Gibraltar,Normal Super,,,,
2012,Gibraltar,Other Nitrogen Fertilizers,,,,
2012,Gibraltar,Other Phosphate Fertilizers,,,,
2012,Gibraltar,Other Potassium Fertilizers,,,,
2012,Gibraltar,Phosphate Rock,,,,
2012,Gibraltar,"Phosphoric Acid, Superphosphoric",,,,
2012,Gibraltar,"Phosphoric Acid, Wet Process",,,,
2012,Gibraltar,Potassium Muriate,,,,
2012,Gibraltar,Potassium Nitrate,,,,
2012,Gibraltar,Potassium Sulfate,,,,
2012,Gibraltar,Potassium-Sodium Nitrate,,,,
2012,Gibraltar,Sodium Nitrate,,,,
2012,Gibraltar,Sulfur,,,,
2012,Gibraltar,Urea (Solid),,,,
2012,Greece,Total,197.3117,698001,2.2046,4471
2012,Greece,Ammonium Nitrate (Solid),,,,
2012,Greece,Ammonium Sulfate,,,,
2012,Greece,Anhydrous Ammonia,,,,
2012,Greece,Aqua Ammonia,,,,
2012,Greece,Calcium Cyanamide,,,,
2012,Greece,Calcium Nitrate,,,,
2012,Greece,Chemical Mixtures,186.2887,507041,,
2012,Greece,Concentrated Super,,,,
2012,Greece,Diammonium Phosphate (DAP),,,,
2012,Greece,Monammonium Phosphate (MAP),,,,
2012,Greece,Nitrogen Solutions,,,,
2012,Greece,Normal Super,,,,
2012,Greece,Other Nitrogen Fertilizers,,,,
2012,Greece,Other Phosphate Fertilizers,,,,
2012,Greece,Other Potassium Fertilizers,,,,
2012,Greece,Phosphate Rock,,,,
2012,Greece,"Phosphoric Acid, Superphosphoric",,,2.2046,4471
2012,Greece,"Phosphoric Acid, Wet Process",,,,
2012,Greece,Potassium Muriate,,,,
2012,Greece,Potassium Nitrate,,,,
2012,Greece,Potassium Sulfate,,,,
2012,Greece,Potassium-Sodium Nitrate,,,,
2012,Greece,Sodium Nitrate,,,,
2012,Greece,Sulfur,,,,
2012,Greece,Urea (Solid),11.023,190960,,
2012,Grenada,Total,,,,
2012,Grenada,Ammonium Nitrate (Solid),,,,
2012,Grenada,Ammonium Sulfate,,,,
2012,Grenada,Anhydrous Ammonia,,,,
2012,Grenada,Aqua Ammonia,,,,
2012,Grenada,Calcium Cyanamide,,,,
2012,Grenada,Calcium Nitrate,,,,
2012,Grenada,Chemical Mixtures,,,,
2012,Grenada,Concentrated Super,,,,
2012,Grenada,Diammonium Phosphate (DAP),,,,
2012,Grenada,Monammonium Phosphate (MAP),,,,
2012,Grenada,Nitrogen Solutions,,,,
2012,Grenada,Normal Super,,,,
2012,Grenada,Other Nitrogen Fertilizers,,,,
2012,Grenada,Other Phosphate Fertilizers,,,,
2012,Grenada,Other Potassium Fertilizers,,,,
2012,Grenada,Phosphate Rock,,,,
2012,Grenada,"Phosphoric Acid, Superphosphoric",,,,
2012,Grenada,"Phosphoric Acid, Wet Process",,,,
2012,Grenada,Potassium Muriate,,,,
2012,Grenada,Potassium Nitrate,,,,
2012,Grenada,Potassium Sulfate,,,,
2012,Grenada,Potassium-Sodium Nitrate,,,,
2012,Grenada,Sodium Nitrate,,,,
2012,Grenada,Sulfur,,,,
2012,Grenada,Urea (Solid),,,,
2012,Guadeloupe,Total,5156.559400000001,981814,,
2012,Guadeloupe,Ammonium Nitrate (Solid),,,,
2012,Guadeloupe,Ammonium Sulfate,,,,
2012,Guadeloupe,Anhydrous Ammonia,,,,
2012,Guadeloupe,Aqua Ammonia,,,,
2012,Guadeloupe,Calcium Cyanamide,,,,
2012,Guadeloupe,Calcium Nitrate,,,,
2012,Guadeloupe,Chemical Mixtures,,,,
2012,Guadeloupe,Concentrated Super,,,,
2012,Guadeloupe,Diammonium Phosphate (DAP),5156.559400000001,981814,,
2012,Guadeloupe,Monammonium Phosphate (MAP),,,,
2012,Guadeloupe,Nitrogen Solutions,,,,
2012,Guadeloupe,Normal Super,,,,
2012,Guadeloupe,Other Nitrogen Fertilizers,,,,
2012,Guadeloupe,Other Phosphate Fertilizers,,,,
2012,Guadeloupe,Other Potassium Fertilizers,,,,
2012,Guadeloupe,Phosphate Rock,,,,
2012,Guadeloupe,"Phosphoric Acid, Superphosphoric",,,,
2012,Guadeloupe,"Phosphoric Acid, Wet Process",,,,
2012,Guadeloupe,Potassium Muriate,,,,
2012,Guadeloupe,Potassium Nitrate,,,,
2012,Guadeloupe,Potassium Sulfate,,,,
2012,Guadeloupe,Potassium-Sodium Nitrate,,,,
2012,Guadeloupe,Sodium Nitrate,,,,
2012,Guadeloupe,Sulfur,,,,
2012,Guadeloupe,Urea (Solid),,,,
2012,Guatemala,Total,94559.70320000002,48484574,1863.9893000000002,147324
2012,Guatemala,Ammonium Nitrate (Solid),,,,
2012,Guatemala,Ammonium Sulfate,,,,
2012,Guatemala,Anhydrous Ammonia,,,,
2012,Guatemala,Aqua Ammonia,,,,
2012,Guatemala,Calcium Cyanamide,,,,
2012,Guatemala,Calcium Nitrate,,,,
2012,Guatemala,Chemical Mixtures,4025.5996000000005,2252466,1863.9893000000002,147324
2012,Guatemala,Concentrated Super,,,,
2012,Guatemala,Diammonium Phosphate (DAP),88141.01030000001,41584292,,
2012,Guatemala,Monammonium Phosphate (MAP),11.023,9520,,
2012,Guatemala,Nitrogen Solutions,,,,
2012,Guatemala,Normal Super,,,,
2012,Guatemala,Other Nitrogen Fertilizers,,,,
2012,Guatemala,Other Phosphate Fertilizers,,,,
2012,Guatemala,Other Potassium Fertilizers,,,,
2012,Guatemala,Phosphate Rock,,,,
2012,Guatemala,"Phosphoric Acid, Superphosphoric",3.3069,16276,,
2012,Guatemala,"Phosphoric Acid, Wet Process",,,,
2012,Guatemala,Potassium Muriate,2212.3161,947697,,
2012,Guatemala,Potassium Nitrate,,,,
2012,Guatemala,Potassium Sulfate,22.046,20140,,
2012,Guatemala,Potassium-Sodium Nitrate,,,,
2012,Guatemala,Sodium Nitrate,55.115,110733,,
2012,Guatemala,Sulfur,,,,
2012,Guatemala,Urea (Solid),89.2863,3543450,,
2012,Guinea,Total,,,,
2012,Guinea,Ammonium Nitrate (Solid),,,,
2012,Guinea,Ammonium Sulfate,,,,
2012,Guinea,Anhydrous Ammonia,,,,
2012,Guinea,Aqua Ammonia,,,,
2012,Guinea,Calcium Cyanamide,,,,
2012,Guinea,Calcium Nitrate,,,,
2012,Guinea,Chemical Mixtures,,,,
2012,Guinea,Concentrated Super,,,,
2012,Guinea,Diammonium Phosphate (DAP),,,,
2012,Guinea,Monammonium Phosphate (MAP),,,,
2012,Guinea,Nitrogen Solutions,,,,
2012,Guinea,Normal Super,,,,
2012,Guinea,Other Nitrogen Fertilizers,,,,
2012,Guinea,Other Phosphate Fertilizers,,,,
2012,Guinea,Other Potassium Fertilizers,,,,
2012,Guinea,Phosphate Rock,,,,
2012,Guinea,"Phosphoric Acid, Superphosphoric",,,,
2012,Guinea,"Phosphoric Acid, Wet Process",,,,
2012,Guinea,Potassium Muriate,,,,
2012,Guinea,Potassium Nitrate,,,,
2012,Guinea,Potassium Sulfate,,,,
2012,Guinea,Potassium-Sodium Nitrate,,,,
2012,Guinea,Sodium Nitrate,,,,
2012,Guinea,Sulfur,,,,
2012,Guinea,Urea (Solid),,,,
2012,Guyana,Total,14197.624,4168434,,
2012,Guyana,Ammonium Nitrate (Solid),,,,
2012,Guyana,Ammonium Sulfate,11023,2700074,,
2012,Guyana,Anhydrous Ammonia,42.9897,62003,,
2012,Guyana,Aqua Ammonia,,,,
2012,Guyana,Calcium Cyanamide,,,,
2012,Guyana,Calcium Nitrate,,,,
2012,Guyana,Chemical Mixtures,,,,
2012,Guyana,Concentrated Super,,,,
2012,Guyana,Diammonium Phosphate (DAP),,,,
2012,Guyana,Monammonium Phosphate (MAP),1127.6529,562988,,
2012,Guyana,Nitrogen Solutions,,,,
2012,Guyana,Normal Super,,,,
2012,Guyana,Other Nitrogen Fertilizers,,,,
2012,Guyana,Other Phosphate Fertilizers,,,,
2012,Guyana,Other Potassium Fertilizers,,,,
2012,Guyana,Phosphate Rock,,,,
2012,Guyana,"Phosphoric Acid, Superphosphoric",,,,
2012,Guyana,"Phosphoric Acid, Wet Process",,,,
2012,Guyana,Potassium Muriate,1984.14,828000,,
2012,Guyana,Potassium Nitrate,,,,
2012,Guyana,Potassium Sulfate,,,,
2012,Guyana,Potassium-Sodium Nitrate,,,,
2012,Guyana,Sodium Nitrate,,,,
2012,Guyana,Sulfur,,,,
2012,Guyana,Urea (Solid),19.8414,15369,,
2012,Haiti,Total,643.7432000000001,282846,,
2012,Haiti,Ammonium Nitrate (Solid),,,,
2012,Haiti,Ammonium Sulfate,18.7391,8612,,
2012,Haiti,Anhydrous Ammonia,618.3903,253238,,
2012,Haiti,Aqua Ammonia,,,,
2012,Haiti,Calcium Cyanamide,,,,
2012,Haiti,Calcium Nitrate,,,,
2012,Haiti,Chemical Mixtures,,,,
2012,Haiti,Concentrated Super,,,,
2012,Haiti,Diammonium Phosphate (DAP),,,,
2012,Haiti,Monammonium Phosphate (MAP),,,,
2012,Haiti,Nitrogen Solutions,,,,
2012,Haiti,Normal Super,,,,
2012,Haiti,Other Nitrogen Fertilizers,,,,
2012,Haiti,Other Phosphate Fertilizers,,,,
2012,Haiti,Other Potassium Fertilizers,,,,
2012,Haiti,Phosphate Rock,,,,
2012,Haiti,"Phosphoric Acid, Superphosphoric",6.6138,20996,,
2012,Haiti,"Phosphoric Acid, Wet Process",,,,
2012,Haiti,Potassium Muriate,,,,
2012,Haiti,Potassium Nitrate,,,,
2012,Haiti,Potassium Sulfate,,,,
2012,Haiti,Potassium-Sodium Nitrate,,,,
2012,Haiti,Sodium Nitrate,,,,
2012,Haiti,Sulfur,,,,
2012,Haiti,Urea (Solid),,,,
2012,Honduras,Total,116969.46220000001,47714817,,
2012,Honduras,Ammonium Nitrate (Solid),1.1023,4853,,
2012,Honduras,Ammonium Sulfate,33312.6083,7626992,,
2012,Honduras,Anhydrous Ammonia,,,,
2012,Honduras,Aqua Ammonia,,,,
2012,Honduras,Calcium Cyanamide,,,,
2012,Honduras,Calcium Nitrate,,,,
2012,Honduras,Chemical Mixtures,6035.092500000002,3382284,,
2012,Honduras,Concentrated Super,,,,
2012,Honduras,Diammonium Phosphate (DAP),70220.91919999999,33320231,,
2012,Honduras,Monammonium Phosphate (MAP),,,,
2012,Honduras,Nitrogen Solutions,,,,
2012,Honduras,Normal Super,345.0199,348457,,
2012,Honduras,Other Nitrogen Fertilizers,,,,
2012,Honduras,Other Phosphate Fertilizers,,,,
2012,Honduras,Other Potassium Fertilizers,,,,
2012,Honduras,Phosphate Rock,,,,
2012,Honduras,"Phosphoric Acid, Superphosphoric",,,,
2012,Honduras,"Phosphoric Acid, Wet Process",,,,
2012,Honduras,Potassium Muriate,7054.719999999999,3032000,,
2012,Honduras,Potassium Nitrate,,,,
2012,Honduras,Potassium Sulfate,,,,
2012,Honduras,Potassium-Sodium Nitrate,,,,
2012,Honduras,Sodium Nitrate,,,,
2012,Honduras,Sulfur,,,,
2012,Honduras,Urea (Solid),,,,
2012,Hong Kong,Total,597.4466000000001,281234,1446.2176000000002,156609
2012,Hong Kong,Ammonium Nitrate (Solid),,,,
2012,Hong Kong,Ammonium Sulfate,,,291.0072,104640
2012,Hong Kong,Anhydrous Ammonia,,,,
2012,Hong Kong,Aqua Ammonia,125.66220000000001,26100,,
2012,Hong Kong,Calcium Cyanamide,,,,
2012,Hong Kong,Calcium Nitrate,,,,
2012,Hong Kong,Chemical Mixtures,439.8177,231703,,
2012,Hong Kong,Concentrated Super,,,,
2012,Hong Kong,Diammonium Phosphate (DAP),,,,
2012,Hong Kong,Monammonium Phosphate (MAP),,,,
2012,Hong Kong,Nitrogen Solutions,,,,
2012,Hong Kong,Normal Super,,,,
2012,Hong Kong,Other Nitrogen Fertilizers,,,,
2012,Hong Kong,Other Phosphate Fertilizers,,,,
2012,Hong Kong,Other Potassium Fertilizers,,,,
2012,Hong Kong,Phosphate Rock,,,,
2012,Hong Kong,"Phosphoric Acid, Superphosphoric",4.4092,11362,,
2012,Hong Kong,"Phosphoric Acid, Wet Process",,,,
2012,Hong Kong,Potassium Muriate,,,,
2012,Hong Kong,Potassium Nitrate,27.5575,12069,,
2012,Hong Kong,Potassium Sulfate,,,,
2012,Hong Kong,Potassium-Sodium Nitrate,,,,
2012,Hong Kong,Sodium Nitrate,,,1155.2104000000002,51969
2012,Hong Kong,Sulfur,,,,
2012,Hong Kong,Urea (Solid),,,,
2012,Hungary,Total,,,,
2012,Hungary,Ammonium Nitrate (Solid),,,,
2012,Hungary,Ammonium Sulfate,,,,
2012,Hungary,Anhydrous Ammonia,,,,
2012,Hungary,Aqua Ammonia,,,,
2012,Hungary,Calcium Cyanamide,,,,
2012,Hungary,Calcium Nitrate,,,,
2012,Hungary,Chemical Mixtures,,,,
2012,Hungary,Concentrated Super,,,,
2012,Hungary,Diammonium Phosphate (DAP),,,,
2012,Hungary,Monammonium Phosphate (MAP),,,,
2012,Hungary,Nitrogen Solutions,,,,
2012,Hungary,Normal Super,,,,
2012,Hungary,Other Nitrogen Fertilizers,,,,
2012,Hungary,Other Phosphate Fertilizers,,,,
2012,Hungary,Other Potassium Fertilizers,,,,
2012,Hungary,Phosphate Rock,,,,
2012,Hungary,"Phosphoric Acid, Superphosphoric",,,,
2012,Hungary,"Phosphoric Acid, Wet Process",,,,
2012,Hungary,Potassium Muriate,,,,
2012,Hungary,Potassium Nitrate,,,,
2012,Hungary,Potassium Sulfate,,,,
2012,Hungary,Potassium-Sodium Nitrate,,,,
2012,Hungary,Sodium Nitrate,,,,
2012,Hungary,Sulfur,,,,
2012,Hungary,Urea (Solid),,,,
2012,Iceland,Total,63.9334,82131,,
2012,Iceland,Ammonium Nitrate (Solid),,,,
2012,Iceland,Ammonium Sulfate,,,,
2012,Iceland,Anhydrous Ammonia,,,,
2012,Iceland,Aqua Ammonia,,,,
2012,Iceland,Calcium Cyanamide,,,,
2012,Iceland,Calcium Nitrate,,,,
2012,Iceland,Chemical Mixtures,63.9334,82131,,
2012,Iceland,Concentrated Super,,,,
2012,Iceland,Diammonium Phosphate (DAP),,,,
2012,Iceland,Monammonium Phosphate (MAP),,,,
2012,Iceland,Nitrogen Solutions,,,,
2012,Iceland,Normal Super,,,,
2012,Iceland,Other Nitrogen Fertilizers,,,,
2012,Iceland,Other Phosphate Fertilizers,,,,
2012,Iceland,Other Potassium Fertilizers,,,,
2012,Iceland,Phosphate Rock,,,,
2012,Iceland,"Phosphoric Acid, Superphosphoric",,,,
2012,Iceland,"Phosphoric Acid, Wet Process",,,,
2012,Iceland,Potassium Muriate,,,,
2012,Iceland,Potassium Nitrate,,,,
2012,Iceland,Potassium Sulfate,,,,
2012,Iceland,Potassium-Sodium Nitrate,,,,
2012,Iceland,Sodium Nitrate,,,,
2012,Iceland,Sulfur,,,,
2012,Iceland,Urea (Solid),,,,
2012,India,Total,1767570.0167000003,779267799,1514.5602000000003,363268
2012,India,Ammonium Nitrate (Solid),,,,
2012,India,Ammonium Sulfate,,,5.5115,15680
2012,India,Anhydrous Ammonia,,,,
2012,India,Aqua Ammonia,,,,
2012,India,Calcium Cyanamide,,,,
2012,India,Calcium Nitrate,,,947.9780000000001,98093
2012,India,Chemical Mixtures,44.092,42100,71.6495,17216
2012,India,Concentrated Super,,,,
2012,India,Diammonium Phosphate (DAP),1172156.0579000001,556843347,,
2012,India,Monammonium Phosphate (MAP),9.9207,4518,,
2012,India,Nitrogen Solutions,,,,
2012,India,Normal Super,98.10470000000001,543434,,
2012,India,Other Nitrogen Fertilizers,,,,
2012,India,Other Phosphate Fertilizers,,,,
2012,India,Other Potassium Fertilizers,,,,
2012,India,Phosphate Rock,20.9437,16897,,
2012,India,"Phosphoric Acid, Superphosphoric",1.1023,3595,,
2012,India,"Phosphoric Acid, Wet Process",595127.3607999999,221269187,,
2012,India,Potassium Muriate,103.61619999999999,511703,1.1023,4120
2012,India,Potassium Nitrate,8.8184,33018,473.989,203721
2012,India,Potassium Sulfate,,,2.2046,5163
2012,India,Potassium-Sodium Nitrate,,,1.1023,2430
2012,India,Sodium Nitrate,,,,
2012,India,Sulfur,,,,
2012,India,Urea (Solid),,,11.023,16845
2012,Indonesia,Total,283.29110000000003,386971,384342.2479000001,164356032
2012,Indonesia,Ammonium Nitrate (Solid),,,,
2012,Indonesia,Ammonium Sulfate,,,,
2012,Indonesia,Anhydrous Ammonia,,,63276.429200000006,30822391
2012,Indonesia,Aqua Ammonia,,,,
2012,Indonesia,Calcium Cyanamide,,,,
2012,Indonesia,Calcium Nitrate,,,,
2012,Indonesia,Chemical Mixtures,253.529,334964,121.25300000000001,44015
2012,Indonesia,Concentrated Super,,,,
2012,Indonesia,Diammonium Phosphate (DAP),,,,
2012,Indonesia,Monammonium Phosphate (MAP),,,,
2012,Indonesia,Nitrogen Solutions,,,,
2012,Indonesia,Normal Super,,,,
2012,Indonesia,Other Nitrogen Fertilizers,,,,
2012,Indonesia,Other Phosphate Fertilizers,,,,
2012,Indonesia,Other Potassium Fertilizers,,,,
2012,Indonesia,Phosphate Rock,27.5575,45378,,
2012,Indonesia,"Phosphoric Acid, Superphosphoric",2.2046,6629,,
2012,Indonesia,"Phosphoric Acid, Wet Process",,,,
2012,Indonesia,Potassium Muriate,,,,
2012,Indonesia,Potassium Nitrate,,,,
2012,Indonesia,Potassium Sulfate,,,,
2012,Indonesia,Potassium-Sodium Nitrate,,,,
2012,Indonesia,Sodium Nitrate,,,,
2012,Indonesia,Sulfur,,,,
2012,Indonesia,Urea (Solid),,,320944.56570000004,133489626
2012,Iran,Total,,,,
2012,Iran,Ammonium Nitrate (Solid),,,,
2012,Iran,Ammonium Sulfate,,,,
2012,Iran,Anhydrous Ammonia,,,,
2012,Iran,Aqua Ammonia,,,,
2012,Iran,Calcium Cyanamide,,,,
2012,Iran,Calcium Nitrate,,,,
2012,Iran,Chemical Mixtures,,,,
2012,Iran,Concentrated Super,,,,
2012,Iran,Diammonium Phosphate (DAP),,,,
2012,Iran,Monammonium Phosphate (MAP),,,,
2012,Iran,Nitrogen Solutions,,,,
2012,Iran,Normal Super,,,,
2012,Iran,Other Nitrogen Fertilizers,,,,
2012,Iran,Other Phosphate Fertilizers,,,,
2012,Iran,Other Potassium Fertilizers,,,,
2012,Iran,Phosphate Rock,,,,
2012,Iran,"Phosphoric Acid, Superphosphoric",,,,
2012,Iran,"Phosphoric Acid, Wet Process",,,,
2012,Iran,Potassium Muriate,,,,
2012,Iran,Potassium Nitrate,,,,
2012,Iran,Potassium Sulfate,,,,
2012,Iran,Potassium-Sodium Nitrate,,,,
2012,Iran,Sodium Nitrate,,,,
2012,Iran,Sulfur,,,,
2012,Iran,Urea (Solid),,,,
2012,Iraq,Total,,,,
2012,Iraq,Ammonium Nitrate (Solid),,,,
2012,Iraq,Ammonium Sulfate,,,,
2012,Iraq,Anhydrous Ammonia,,,,
2012,Iraq,Aqua Ammonia,,,,
2012,Iraq,Calcium Cyanamide,,,,
2012,Iraq,Calcium Nitrate,,,,
2012,Iraq,Chemical Mixtures,,,,
2012,Iraq,Concentrated Super,,,,
2012,Iraq,Diammonium Phosphate (DAP),,,,
2012,Iraq,Monammonium Phosphate (MAP),,,,
2012,Iraq,Nitrogen Solutions,,,,
2012,Iraq,Normal Super,,,,
2012,Iraq,Other Nitrogen Fertilizers,,,,
2012,Iraq,Other Phosphate Fertilizers,,,,
2012,Iraq,Other Potassium Fertilizers,,,,
2012,Iraq,Phosphate Rock,,,,
2012,Iraq,"Phosphoric Acid, Superphosphoric",,,,
2012,Iraq,"Phosphoric Acid, Wet Process",,,,
2012,Iraq,Potassium Muriate,,,,
2012,Iraq,Potassium Nitrate,,,,
2012,Iraq,Potassium Sulfate,,,,
2012,Iraq,Potassium-Sodium Nitrate,,,,
2012,Iraq,Sodium Nitrate,,,,
2012,Iraq,Sulfur,,,,
2012,Iraq,Urea (Solid),,,,
2012,Ireland,Total,1133.1644000000003,1437949,3317.923,237420
2012,Ireland,Ammonium Nitrate (Solid),,,,
2012,Ireland,Ammonium Sulfate,22.046,9340,,
2012,Ireland,Anhydrous Ammonia,304.23480000000006,96090,,
2012,Ireland,Aqua Ammonia,178.57260000000005,123215,,
2012,Ireland,Calcium Cyanamide,,,,
2012,Ireland,Calcium Nitrate,,,,
2012,Ireland,Chemical Mixtures,426.5901000000001,422664,,
2012,Ireland,Concentrated Super,,,,
2012,Ireland,Diammonium Phosphate (DAP),,,,
2012,Ireland,Monammonium Phosphate (MAP),,,,
2012,Ireland,Nitrogen Solutions,,,3317.923,237420
2012,Ireland,Normal Super,,,,
2012,Ireland,Other Nitrogen Fertilizers,,,,
2012,Ireland,Other Phosphate Fertilizers,,,,
2012,Ireland,Other Potassium Fertilizers,,,,
2012,Ireland,Phosphate Rock,,,,
2012,Ireland,"Phosphoric Acid, Superphosphoric",,,,
2012,Ireland,"Phosphoric Acid, Wet Process",,,,
2012,Ireland,Potassium Muriate,,,,
2012,Ireland,Potassium Nitrate,,,,
2012,Ireland,Potassium Sulfate,,,,
2012,Ireland,Potassium-Sodium Nitrate,,,,
2012,Ireland,Sodium Nitrate,3.3069,5120,,
2012,Ireland,Sulfur,,,,
2012,Ireland,Urea (Solid),198.41400000000002,781520,,
2012,Israel,Total,3272.728699999999,3614960,255765.5667000001,127518403
2012,Israel,Ammonium Nitrate (Solid),,,,
2012,Israel,Ammonium Sulfate,,,,
2012,Israel,Anhydrous Ammonia,1356.9313000000002,517363,,
2012,Israel,Aqua Ammonia,1629.1994000000002,2661094,,
2012,Israel,Calcium Cyanamide,,,,
2012,Israel,Calcium Nitrate,,,115.7415,39100
2012,Israel,Chemical Mixtures,157.6289,195981,12799.907600000002,13306609
2012,Israel,Concentrated Super,,,114271.0318,51005301
2012,Israel,Diammonium Phosphate (DAP),,,,
2012,Israel,Monammonium Phosphate (MAP),55.115,9986,11924.681399999996,12940047
2012,Israel,Nitrogen Solutions,,,,
2012,Israel,Normal Super,,,,
2012,Israel,Other Nitrogen Fertilizers,,,13.2276,9125
2012,Israel,Other Phosphate Fertilizers,,,,
2012,Israel,Other Potassium Fertilizers,,,,
2012,Israel,Phosphate Rock,,,41.8874,6876
2012,Israel,"Phosphoric Acid, Superphosphoric",,,8.8184,13516
2012,Israel,"Phosphoric Acid, Wet Process",13.2276,3512,40.7851,36720
